sorting,domain,item_picture,basic_level_concept,basic_level_concept_prod_freq,superordinate_category,superordinate_category_prod_freq,feature_name,feature_sensorimotor_dominant,feature_prod_freq,feature_occ,feature_total_prod_freq,feature_distinct,feature_cv
a005108,nonliving,desk,desk,96,furniture,85,organize,visual,5,6,11,0.167,0.455
a005103,nonliving,desk,desk,96,furniture,85,rectangle,visual,7,46,215,0.022,0.033
a005112,nonliving,desk,desk,96,furniture,85,square,visual,3,29,127,0.034,0.024
a005107,nonliving,desk,desk,96,furniture,85,storage,visual,5,22,122,0.045,0.041
a005111,nonliving,desk,desk,96,furniture,85,study,visual,3,4,6,0.250,0.500
a005099,nonliving,desk,desk,96,furniture,85,sturdy,visual,14,84,242,0.012,0.058
a005106,nonliving,desk,desk,96,furniture,85,top,visual,5,22,57,0.045,0.088
a005097,nonliving,desk,desk,96,furniture,85,wood,visual,21,68,807,0.015,0.026
a005096,nonliving,desk,desk,96,furniture,85,wooden,visual,21,53,810,0.019,0.026
a005098,nonliving,desk,desk,96,furniture,85,work,visual,15,32,64,0.031,0.234
a005102,nonliving,desk,desk,96,furniture,85,write,visual,7,9,80,0.111,0.088
a005158,living,dog,dog,100,animal,84,bark,auditory,24,4,39,0.250,0.615
a005171,living,dog,dog,100,animal,84,canine,visual,5,3,8,0.333,0.625
a005167,living,dog,dog,100,animal,84,collar,visual,6,9,97,0.111,0.062
a005176,living,dog,dog,100,animal,84,companion,visual,4,3,7,0.333,0.571
a005175,living,dog,dog,100,animal,84,cute,visual,4,39,140,0.026,0.029
a005178,living,dog,dog,100,animal,84,domestic,visual,3,8,11,0.125,0.273
a005166,living,dog,dog,100,animal,84,ear,visual,7,28,168,0.036,0.042
a005177,living,dog,dog,100,animal,84,fast,visual,3,86,614,0.012,0.005
a005160,living,dog,dog,100,animal,84,friend,visual,22,28,71,0.036,0.310
a005174,living,dog,dog,100,animal,84,fun,interoceptive,4,52,219,0.019,0.018
a005156,living,dog,dog,100,animal,84,fur,visual,38,40,580,0.025,0.066
a005173,living,dog,dog,100,animal,84,large,visual,4,122,864,0.008,0.005
a005162,living,dog,dog,100,animal,84,leg,visual,12,65,662,0.015,0.018
a005170,living,dog,dog,100,animal,84,loud,auditory,5,62,595,0.016,0.008
a005165,living,dog,dog,100,animal,84,love,interoceptive,7,15,83,0.067,0.084
a005157,living,dog,dog,100,animal,84,loyal,visual,24,7,30,0.143,0.800
a005169,living,dog,dog,100,animal,84,nose,visual,5,18,55,0.056,0.091
a005164,living,dog,dog,100,animal,84,paw,visual,7,12,39,0.083,0.179
a005161,living,dog,dog,100,animal,84,pet,visual,14,26,52,0.038,0.269
a005163,living,dog,dog,100,animal,84,protect,visual,7,39,284,0.026,0.025
a005168,living,dog,dog,100,animal,84,soft,haptic,5,112,774,0.009,0.006
a005159,living,dog,dog,100,animal,84,tail,visual,23,41,643,0.024,0.036
a005172,living,dog,dog,100,animal,84,wag,visual,4,2,5,0.500,0.800
a005257,nonliving,doll,doll,74,toy,72,arm,haptic,3,17,49,0.059,0.061
a005245,nonliving,doll,doll,74,toy,72,baby,visual,6,7,48,0.143,0.125
a005243,nonliving,doll,doll,74,toy,72,bow,visual,7,5,25,0.200,0.280
a005247,nonliving,doll,doll,74,toy,72,child,visual,5,17,47,0.059,0.106
a005241,nonliving,doll,doll,74,toy,72,clothe,visual,8,27,143,0.037,0.056
a005256,nonliving,doll,doll,74,toy,72,coat,haptic,3,8,12,0.125,0.250
a005250,nonliving,doll,doll,74,toy,72,creepy,visual,4,9,39,0.111,0.103
a005235,nonliving,doll,doll,74,toy,72,cute,visual,15,39,140,0.026,0.107
a005234,nonliving,doll,doll,74,toy,72,dress,visual,18,20,71,0.050,0.254
a005255,nonliving,doll,doll,74,toy,72,eye,visual,3,51,201,0.020,0.015
a005239,nonliving,doll,doll,74,toy,72,female,visual,9,11,61,0.091,0.148
a005246,nonliving,doll,doll,74,toy,72,fun,interoceptive,5,52,219,0.019,0.023
a005233,nonliving,doll,doll,74,toy,72,girl,visual,22,8,39,0.125,0.564
a005237,nonliving,doll,doll,74,toy,72,hair,visual,14,44,238,0.023,0.059
a005254,nonliving,doll,doll,74,toy,72,happy,interoceptive,3,8,23,0.125,0.130
a005253,nonliving,doll,doll,74,toy,72,head,visual,3,43,166,0.023,0.018
a005240,nonliving,doll,doll,74,toy,72,human,visual,8,18,46,0.056,0.174
a005249,nonliving,doll,doll,74,toy,72,life,visual,4,19,35,0.053,0.114
a005252,nonliving,doll,doll,74,toy,72,little,visual,3,13,15,0.077,0.200
a005238,nonliving,doll,doll,74,toy,72,plastic,visual,9,52,306,0.019,0.029
a005236,nonliving,doll,doll,74,toy,72,play,visual,14,34,138,0.029,0.101
a005251,nonliving,doll,doll,74,toy,72,pretty,visual,3,39,130,0.026,0.023
a005242,nonliving,doll,doll,74,toy,72,shoe,visual,7,8,33,0.125,0.212
a005232,nonliving,doll,doll,74,toy,72,small,visual,29,180,1681,0.006,0.017
a005248,nonliving,doll,doll,74,toy,72,soft,haptic,4,112,774,0.009,0.005
a005244,nonliving,doll,doll,74,toy,72,young,visual,6,3,9,0.333,0.667
a005338,living,donkey,donkey,89,animal,89,bray,NA,7,1,7,1.000,1.000
